epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.0211,5.5365,8.3749,4.48586,0.00181,0.42466,0.00173,0.00076,2.88638,4.06556,4.1592,3.333e-05,3.333e-05,3.333e-05
