epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,188.694,1.05634,2.78821,1.37638,0.36264,0.22105,0.32301,0.19672,1.18595,2.64137,1.49843,0.0003636,0.0003636,0.0003636
